institute_id,name,country,region,parent_institution,parent_ror,organization_type,china_focus_area,funding_source_if_available,official_url,source_url,year_established,confucius_institute_on_campus,joint_chinese_center,chinese_funding_presence,policy_vs_academic_orientation,publication_indexed_share,china_coauthorship_share,policy_output_share,notes,country_iso2,parent_institution_normalized,institute_type_category,confucius_institute_present,confucius_institute_closed,ci_closure_year,ci_partner_university,china_funding_present,china_funding_type,china_university_partner,director_name,director_start_year,director_end_year,director_background_type,director_security_policy_background,director_china_academic_background,director_prior_affiliation_china,director_change_year,director_change_post_ci_closure,disciplinary_orientation_primary,disciplinary_orientation_secondary,discipline_history_share,discipline_politics_share,discipline_economics_share,discipline_law_share,discipline_society_culture_share,discipline_science_technology_share,discipline_security_strategy_share,discipline_interdisciplinary_share,discipline_detection_method,publication_count,topic_security_share,topic_economy_share,topic_governance_share,topic_cooperation_share,hawkishness_score,engagement_score,risk_framing_score,sensitive_topic_share_x,sensitive_topic_index,sensitive_topic_avoidance_score,sensitive_topic_count,tiananmen_topic_share,falun_gong_topic_share,xinjiang_topic_share,tibet_topic_share,hongkong_democracy_topic_share,human_rights_topic_share,tiananmen_topic_count,falun_gong_topic_count,xinjiang_topic_count,tibet_topic_count,hongkong_topic_count,human_rights_topic_count,sensitive_topic_detection_method,parent_institution_original,parent_institution_effective,chinese_partner_inferred,openalex_parent_institution_id,resolved_publications_url,resolved_people_url,resolved_reports_url,ci_match_method,ci_match_confidence,year,total_docs,indexed_docs,grey_docs,policy_docs,indexed_share,grey_share,policy_share,topic_domestic_politics_docs,topic_environment_climate_docs,topic_health_science_docs,topic_history_culture_docs,topic_hong_kong_docs,topic_ir_foreign_policy_docs,topic_law_institutions_docs,topic_media_information_docs,topic_regional_global_south_docs,topic_security_military_docs,topic_society_demographics_docs,topic_taiwan_strait_docs,topic_technology_cyber_docs,topic_trade_economics_docs,topic_unclassified_docs,topic_xinjiang_tibet_docs,topic_domestic_politics_share,topic_environment_climate_share,topic_health_science_share,topic_history_culture_share,topic_hong_kong_share,topic_ir_foreign_policy_share,topic_law_institutions_share,topic_media_information_share,topic_regional_global_south_share,topic_security_military_share,topic_society_demographics_share,topic_taiwan_strait_share,topic_technology_cyber_share,topic_trade_economics_share,topic_unclassified_share,topic_xinjiang_tibet_share,sensitive_docs,sensitive_topic_share_y,pre_post_ci_closure
contemporary_china_studies_programme_ccsp,Contemporary China Studies Programme (CCSP),United Kingdom,Europe,University of Oxford,https://ror.org/00cwqze88,University academic programme,Contemporary China across social sciences,,https://www.ccsp.ox.ac.uk/,https://www.ccsp.ox.ac.uk/about,2003.0,,,,,,,,Social-science-focused China programme in Oxford.,GB,University of Oxford,program / project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oxford,University of Oxford,,,https://www.ccsp.ox.ac.uk/,https://www.ccsp.ox.ac.uk/all-people,https://www.ccsp.ox.ac.uk/research-projects,,,2025,2,2,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0,0.0,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2012,1,1,0,0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2018,7,7,0,0,1.0,0.0,0.0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.2857,0.0,0.1429,0.1429,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.2857,0.0,0,0.0,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2019,4,4,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0,0.0,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2021,5,5,0,0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,2,0.4,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2022,5,5,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,2,0.4,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2023,5,5,0,0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,2,0.4,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2024,2,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.0,
cornell_china_center,Cornell China Center,United States / China,North America / Asia,Cornell University,https://ror.org/05bnh8v26,University China center,"Research, teaching, and academic exchange with China",,https://global.cornell.edu/sub/china-center,https://chinacenter.cornell.edu/about,2018.0,,,,,,,,Bridge between Cornell and China.,,Cornell University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,Cornell University,,,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center,https://global.cornell.edu/sub/china-center/research,,,2025,2,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2015,15,15,0,0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,8,0,0.0667,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0667,0.2,0.5333,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2016,18,18,0,0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,1,1,1,0,2,10,0,0.0,0.0,0.0556,0.0,0.0556,0.0,0.0,0.0,0.0556,0.0556,0.0556,0.0556,0.0,0.1111,0.5556,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2017,20,20,0,0,1.0,0.0,0.0,3,1,1,0,1,0,0,0,0,1,3,0,1,2,7,0,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.05,0.1,0.35,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2018,17,17,0,0,1.0,0.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,6,6,0,0.0588,0.1176,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.3529,0.3529,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2019,16,16,0,0,1.0,0.0,0.0,0,0,4,1,0,0,0,0,0,0,1,0,0,3,7,0,0.0,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.1875,0.4375,0.0,1,0.0625,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2020,23,23,0,0,1.0,0.0,0.0,2,0,2,1,1,2,0,0,0,3,0,1,0,3,8,0,0.087,0.0,0.087,0.0435,0.0435,0.087,0.0,0.0,0.0,0.1304,0.0,0.0435,0.0,0.1304,0.3478,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2021,19,19,0,0,1.0,0.0,0.0,1,0,5,1,0,0,0,0,0,0,0,0,1,2,9,0,0.0526,0.0,0.2632,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.1053,0.4737,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2022,39,39,0,0,1.0,0.0,0.0,2,1,4,0,2,0,0,0,0,0,3,0,0,4,23,0,0.0513,0.0256,0.1026,0.0,0.0513,0.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0,0.1026,0.5897,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2023,25,25,0,0,1.0,0.0,0.0,2,0,1,1,0,0,1,1,1,1,1,0,0,3,12,1,0.08,0.0,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.12,0.48,0.04,1,0.04,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2024,31,31,0,0,1.0,0.0,0.0,3,0,1,3,0,0,0,0,1,0,0,1,0,5,17,0,0.0968,0.0,0.0323,0.0968,0.0,0.0,0.0,0.0,0.0323,0.0,0.0,0.0323,0.0,0.1613,0.5484,0.0,0,0.0,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2025,21,21,0,0,1.0,0.0,0.0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,12,1,0.0952,0.0476,0.0476,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0952,0.0,0.0476,0.0,0.5714,0.0476,1,0.0476,
durham_china_centre,Durham China Centre,United Kingdom,Europe,Durham University,,University center,China studies,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,2015.0,,,,,,,,Durham University China Centre.,GB,Durham University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durham University,Durham University,,,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,https://www.durham.ac.uk/research/institutes-and-centres/contemporary-chinese-studies/about-us/people/,https://www.durham.ac.uk/research/institutes-and-centres/china-centre/,,,2026,6,6,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.6667,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2000,1,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2002,4,4,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2003,2,2,0,0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2004,4,4,0,0,1.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2005,1,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2006,4,4,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2007,1,1,0,0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2008,1,1,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,
east_asian_institute,East Asian Institute,Singapore,Asia,National University of Singapore,https://ror.org/03qf0hz13,Research institute,"East Asia and China politics, economy, society",,https://eai.nus.edu.sg/,https://eai.nus.edu.sg/,1997.0,,,,,,,,Major Singapore institute with substantial China coverage.,SG,National University of Singapore,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National University of Singapore,National University of Singapore,National University of Singapore,,https://eai.nus.edu.sg/,https://research.nus.edu.sg/eai/people/,https://research.nus.edu.sg/eai/publications/,,,2009,7,7,0,0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0.0,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.4286,0.2857,0.0,0,0.0,
