institute_id,institute_name,total_docs,total_paragraphs,classified_paragraphs,classified_paragraph_share,classified_weight_sum,dominant_domain,dominant_domain_share,dominant_domain_runner_up,dominant_domain_runner_up_share,dominant_domain_gap,dominant_domain_tie_flag,dominant_domain_borderline_flag,low_volume_flag,year_min,year_max,security_strategy_salience_share,security_strategy_oriented_prop,security_strategy_rival_among_oriented,security_strategy_collaborator_among_oriented,security_strategy_rival_prop,security_strategy_collaborator_prop,security_strategy_neutral_prop,economy_trade_salience_share,economy_trade_oriented_prop,economy_trade_rival_among_oriented,economy_trade_collaborator_among_oriented,economy_trade_rival_prop,economy_trade_collaborator_prop,economy_trade_neutral_prop,science_technology_salience_share,science_technology_oriented_prop,science_technology_rival_among_oriented,science_technology_collaborator_among_oriented,science_technology_rival_prop,science_technology_collaborator_prop,science_technology_neutral_prop,environment_climate_salience_share,environment_climate_oriented_prop,environment_climate_rival_among_oriented,environment_climate_collaborator_among_oriented,environment_climate_rival_prop,environment_climate_collaborator_prop,environment_climate_neutral_prop,governance_law_salience_share,governance_law_oriented_prop,governance_law_rival_among_oriented,governance_law_collaborator_among_oriented,governance_law_rival_prop,governance_law_collaborator_prop,governance_law_neutral_prop,society_culture_salience_share,society_culture_oriented_prop,society_culture_rival_among_oriented,society_culture_collaborator_among_oriented,society_culture_rival_prop,society_culture_collaborator_prop,society_culture_neutral_prop,overall_rival_share,overall_collaborator_share,overall_neutral_share,overall_oriented_share,overall_rival_among_oriented,overall_collaborator_among_oriented,security_strategy_weight,economy_trade_weight,science_technology_weight,environment_climate_weight,governance_law_weight,society_culture_weight,security_strategy_rival_share,security_strategy_collaborator_share,security_strategy_neutral_share,economy_trade_rival_share,economy_trade_collaborator_share,economy_trade_neutral_share,science_technology_rival_share,science_technology_collaborator_share,science_technology_neutral_share,environment_climate_rival_share,environment_climate_collaborator_share,environment_climate_neutral_share,governance_law_rival_share,governance_law_collaborator_share,governance_law_neutral_share,society_culture_rival_share,society_culture_collaborator_share,society_culture_neutral_share
21st_century_china_center,21st Century China Center,227,227,181,0.797357,181.000002,security_strategy,0.264586,society_culture,0.257146,0.00744,False,True,False,2008.0,2026.0,0.264586,0.081997,0.874861,0.125139,0.071736,0.010261,0.918003,0.191298,0.027452,0.281473,0.718527,0.007727,0.019725,0.972547,0.129848,0.060429,0.039402,0.960598,0.002381,0.058048,0.939572,0.027069,0.0,0.0,0.0,0.0,0.0,1.0,0.130054,0.009384,0.565644,0.434356,0.005308,0.004076,0.990615,0.257146,0.022074,0.715502,0.284498,0.015794,0.00628,0.977926,0.02552,0.016171,0.95831,0.041691,0.612123,0.387877,47.890062,34.624887,23.502454,4.899412,23.53972,46.543467,3.435458,0.491402,43.963202,0.267555,0.682986,33.674347,0.055954000000000004,1.364259,22.082242,0.0,0.0,4.899412,0.124953,0.09595899999999999,23.318809,0.735124,0.29227,45.516073
asia_institute_china_related_programs,Asia Institute (China-related programs),165,165,129,0.781818,128.999995,society_culture,0.269727,governance_law,0.26231,0.007417,False,True,False,2000.0,2026.0,0.047428,0.053621,0.247105,0.752895,0.01325,0.040371,0.946378,0.215702,0.071321,0.312124,0.687876,0.022261,0.04906,0.928679,0.087985,0.0142,0.0,1.0,0.0,0.0142,0.9858,0.116848,0.011383,1.0,0.0,0.011383,0.0,0.988617,0.26231,0.093089,0.047428,0.952572,0.004415,0.088674,0.906911,0.269727,0.038696,0.014782,0.985218,0.000572,0.038124,0.961305,0.008073,0.047289,0.944638,0.055362,0.145822,0.854178,6.118227,27.825497,11.350053,15.073447,33.838025,34.794745999999996,0.081069,0.247001,5.790157,0.619428,1.3651170000000001,25.840952,0.0,0.161173,11.18888,0.171585,0.0,14.901862,0.14940799999999999,3.000538,30.688079,0.019897,1.326502,33.448347
asia_pacific_center_china_related_programs,Asia Pacific Center (China-related programs),98,98,47,0.479592,46.999998,society_culture,0.611493,security_strategy,0.129538,0.481955,False,False,False,2000.0,2025.0,0.129538,0.027693,0.020438,0.979562,0.000566,0.027127,0.972307,0.080738,0.000907,1.0,0.0,0.000907,0.0,0.999093,0.110126,0.01136,0.527025,0.472975,0.005987,0.005373,0.98864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068104,0.075235,0.0,1.0,0.0,0.075235,0.924765,0.611493,0.024622,0.233531,0.766469,0.00575,0.018872,0.975378,0.004322,0.02077,0.974909,0.025092,0.172246,0.827754,6.088306,3.794697,5.175919,0.0,3.200884,28.740192,0.003443,0.165158,5.919705,0.003443,0.0,3.791254,0.030986,0.027811,5.117122,0.0,0.0,0.0,0.0,0.240817,2.960067,0.165257,0.542381,28.032554
asia_pacific_studies_institute_china_related_work,Asia/Pacific Studies Institute (China-related work),86,86,49,0.569767,49.0,science_technology,0.394116,society_culture,0.227461,0.166655,False,False,False,2002.0,2025.0,0.092638,0.307716,0.0,1.0,0.0,0.307716,0.692284,0.188007,0.081803,0.0,1.0,0.0,0.081803,0.918197,0.394116,0.147179,0.0,1.0,0.0,0.147179,0.852821,0.047619,0.0,0.0,0.0,0.0,0.0,1.0,0.050159,0.0,0.0,0.0,0.0,0.0,1.0,0.227461,0.059027,0.0,1.0,0.0,0.059027,0.940973,0.0,0.115318,0.884682,0.115318,0.0,1.0,4.5392470000000005,9.212346,19.311704,2.333333,2.4577780000000002,11.145592,0.0,1.3968,3.142447,0.0,0.7535970000000001,8.458749000000001,0.0,2.842286,16.469418,0.0,0.0,2.333333,0.0,0.0,2.4577780000000002,0.0,0.657895,10.487697
australia_china_relations_institute,Australia-China Relations Institute,376,376,281,0.74734,280.999995,security_strategy,0.279936,environment_climate,0.230015,0.049921,False,True,False,2011.0,2026.0,0.279936,0.112915,0.294877,0.705123,0.033296,0.079619,0.887085,0.19619,0.070152,0.152626,0.847374,0.010707,0.059445,0.929847,0.123784,0.049627,0.353054,0.646946,0.017521,0.032106,0.950373,0.230015,0.042737,0.177832,0.822168,0.0076,0.035137,0.957264,0.028792,0.073217,0.439311,0.560689,0.032165,0.041052,0.926783,0.141282,0.077139,0.134653,0.865347,0.010387,0.066752,0.922862,0.017732,0.05662,0.925648,0.074352,0.238487,0.761513,78.662122,55.129405,34.783339,64.634163,8.090684,39.700282,2.619163,6.262992,69.779967,0.5902959999999999,3.277182,51.261927,0.609425,1.1167529999999999,33.057161,0.491199,2.2710280000000003,61.871936,0.260236,0.332136,7.498312,0.412351,2.650055,36.637876
australian_centre_on_china_in_the_world,Australian Centre on China in the World,54,54,34,0.62963,34.0,society_culture,0.361535,governance_law,0.234489,0.127046,False,False,False,2010.0,2026.0,0.224029,0.067044,0.0,1.0,0.0,0.067044,0.932956,0.059359,0.202032,0.0,1.0,0.0,0.202032,0.797968,0.105882,0.0,0.0,0.0,0.0,0.0,1.0,0.014706,0.0,0.0,0.0,0.0,0.0,1.0,0.234489,0.025946,0.0,1.0,0.0,0.025946,0.974054,0.361535,0.101278,0.0,1.0,0.0,0.101278,0.898722,0.0,0.069712,0.930288,0.069712,0.0,1.0,7.61699,2.018212,3.6,0.5,7.972619,12.292179,0.0,0.510675,7.106315,0.0,0.407744,1.610468,0.0,0.0,3.6,0.0,0.0,0.5,0.0,0.206859,7.76576,0.0,1.244929,11.04725
cambridge_centre_for_chinese_management,Cambridge Centre for Chinese Management,67,67,53,0.791045,53.0,science_technology,0.414106,economy_trade,0.304679,0.109427,False,False,False,2003.0,2025.0,0.09717,0.150666,0.919816,0.080184,0.138585,0.012081,0.849334,0.304679,0.035635,0.017763,0.982237,0.000633,0.035002,0.964365,0.414106,0.049485,0.181995,0.818005,0.009006,0.040479,0.950515,0.021527,0.165151,0.081441,0.918559,0.01345,0.151701,0.83485,0.041063,0.103728,0.790221,0.209779,0.081968,0.02176,0.896272,0.121455,0.136866,0.664446,0.335554,0.09094,0.045926,0.863134,0.032089,0.038338,0.929573,0.070427,0.455635,0.544365,5.149987,16.148004,21.947639,1.140955,2.176316,6.437099,0.713713,0.062215,4.37406,0.010228,0.565206,15.572571,0.197661,0.888428,20.86155,0.015345999999999999,0.17308400000000002,0.952526,0.178389,0.047355999999999995,1.950571,0.585388,0.295632,5.55608
carnegie_china,Carnegie China,40,40,30,0.75,30.0,economy_trade,0.358471,security_strategy,0.220826,0.137645,False,False,False,2010.0,2025.0,0.220826,0.070004,0.228658,0.771342,0.016007,0.053997,0.929996,0.358471,0.217057,0.788387,0.211613,0.171125,0.045932,0.782943,0.137402,0.006654,0.058762,0.941238,0.000391,0.006263,0.993346,0.062172,0.002022,0.058853,0.941147,0.000119,0.001903,0.997978,0.124178,0.008835,0.058857,0.941143,0.00052,0.008315,0.991165,0.09695,0.012683,0.022944,0.977056,0.000291,0.012392,0.987317,0.065032,0.031602,0.903366,0.096634,0.672972,0.327028,6.624795,10.754116,4.1220490000000005,1.865172,3.7253540000000003,2.908514,0.106041,0.35772000000000004,6.161034,1.8402990000000001,0.493958,8.419859,0.001613,0.025815,4.09462,0.000222,0.00355,1.861401,0.001936,0.030978,3.69244,0.000847,0.036041000000000004,2.871626
center_for_asian_studies_china_related_work,Center for Asian Studies (China-related work),71,71,65,0.915493,65.000001,security_strategy,0.355086,society_culture,0.333802,0.021284,False,True,False,2003.0,2025.0,0.355086,0.276974,0.807343,0.192657,0.223613,0.053361,0.723026,0.088514,0.044584,0.949735,0.050265,0.042343,0.002241,0.955416,0.045684,0.099574,0.563922,0.436078,0.056152,0.043422,0.900426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176914,0.149613,0.439608,0.560392,0.065771,0.083842,0.850387,0.333802,0.005885,0.394053,0.605947,0.002319,0.003566,0.994116,0.098125,0.037153,0.864722,0.135278,0.725358,0.274642,23.080607,5.753402,2.969462,0.0,11.499385,21.697145,5.161116,1.231609,16.687883,0.243616,0.012894,5.496892,0.166741,0.128939,2.673782,0.0,0.0,0.0,0.7563310000000001,0.964132,9.778923,0.050305,0.077363,21.569477
center_for_china_analysis,Center for China Analysis,2,2,1,0.5,1.0,science_technology,1.0,security_strategy,0.0,1.0,False,False,True,2023.0,2026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
center_for_china_studies,Center for China Studies,1,1,1,1.0,1.0,society_culture,1.0,security_strategy,0.0,1.0,False,False,True,2006.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
center_for_chinese_studies,Center for Chinese Studies,432,432,314,0.726852,313.999997,society_culture,0.424896,economy_trade,0.191243,0.233653,False,False,False,2000.0,2025.0,0.13981,0.080701,0.19234,0.80766,0.015522,0.065179,0.919299,0.191243,0.113493,0.208207,0.791793,0.02363,0.089863,0.886507,0.080246,0.143529,0.17168,0.82832,0.024641,0.118888,0.856471,0.015969,0.013284,1.0,0.0,0.013284,0.0,0.986716,0.147836,0.088567,0.410153,0.589847,0.036326,0.052241,0.911433,0.424896,0.066086,0.421526,0.578474,0.027857,0.038229,0.933913,0.026085,0.059805,0.914109,0.08589,0.303702,0.696298,43.900442,60.050209,25.19715,5.014335,46.420423,133.417438,0.6814279999999999,2.86139,40.357624,1.418985,5.396309,53.234915,0.6208790000000001,2.995645,21.580626,0.066608,0.0,4.947727,1.686264,2.425063,42.309096,3.71667,5.100442,124.600326
center_for_chinese_studies_berkeley,Center for Chinese Studies,84,84,71,0.845238,71.000004,society_culture,0.53585,security_strategy,0.220357,0.315493,False,False,False,2000.0,2024.0,0.220357,0.175248,0.202764,0.797236,0.035534,0.139714,0.824753,0.082615,0.119369,0.141318,0.858682,0.016869,0.1025,0.880631,0.117824,0.050879,0.298984,0.701016,0.015212,0.035667,0.949121,0.001373,0.104434,0.5,0.5,0.052217,0.052217,0.895565,0.041982,0.05416,0.863848,0.136152,0.046786,0.007374,0.94584,0.53585,0.036297,0.286966,0.713034,0.010416,0.025881,0.963703,0.018633,0.057707,0.92366,0.07634,0.244079,0.755921,15.645315,5.865679,8.365478,0.097458,2.9807420000000002,38.045332,0.555935,2.185866,12.903513,0.098948,0.601233,5.1654979999999995,0.127252,0.298373,7.939853,0.005089,0.005089,0.08728,0.139457,0.021979000000000002,2.819305,0.396273,0.98465,36.664407
center_for_chinese_studies_hawaii_manoa,Center for Chinese Studies,82,82,69,0.841463,69.000004,society_culture,0.553845,security_strategy,0.205005,0.34884,False,False,False,2000.0,2024.0,0.205005,0.193831,0.202764,0.797236,0.039302,0.154529,0.806169,0.069213,0.036464,0.568204,0.431796,0.020719,0.015745,0.963536,0.122978,0.050159,0.298969,0.701031,0.014996,0.035163,0.949841,0.002572,0.057354,0.5,0.5,0.028677,0.028677,0.942646,0.046388,0.050437,0.86385,0.13615,0.04357,0.006867,0.949563,0.553845,0.036135,0.286952,0.713048,0.010369,0.025766,0.963865,0.019173,0.051756,0.929071,0.070929,0.270313,0.729687,14.145315,4.775679,8.485478,0.177458,3.200742,38.215332000000004,0.555935,2.185866,11.403513,0.09894800000000001,0.075194,4.601537,0.127252,0.298373,8.059853,0.005089,0.005089,0.16727999999999998,0.139457,0.021979000000000002,3.039305,0.396273,0.98465,36.834407
center_for_chinese_studies_michigan,Center for Chinese Studies,82,82,69,0.841463,69.000004,society_culture,0.553845,security_strategy,0.205005,0.34884,False,False,False,2000.0,2024.0,0.205005,0.193831,0.202764,0.797236,0.039302,0.154529,0.806169,0.069213,0.036464,0.568204,0.431796,0.020719,0.015745,0.963536,0.122978,0.050159,0.298969,0.701031,0.014996,0.035163,0.949841,0.002572,0.057354,0.5,0.5,0.028677,0.028677,0.942646,0.046388,0.050437,0.86385,0.13615,0.04357,0.006867,0.949563,0.553845,0.036135,0.286952,0.713048,0.010369,0.025766,0.963865,0.019173,0.051756,0.929071,0.070929,0.270313,0.729687,14.145315,4.775679,8.485478,0.177458,3.200742,38.215332,0.555935,2.185866,11.403513,0.09894800000000001,0.075194,4.601537,0.127252,0.298373,8.059853,0.005089,0.005089,0.16727999999999998,0.139457,0.021979000000000002,3.039305,0.396273,0.98465,36.834407
center_for_east_asian_studies,Center for East Asian Studies,76,76,52,0.684211,52.000001,society_culture,0.752447,economy_trade,0.06749,0.684957,False,False,False,2000.0,2026.0,0.05483,0.093083,0.0,1.0,0.0,0.093083,0.906917,0.06749,0.132913,0.070678,0.929322,0.009394,0.123519,0.867087,0.064087,0.0373,0.159115,0.840885,0.005935,0.031365,0.9627,0.000566,0.0,0.0,0.0,0.0,0.0,1.0,0.06058,0.187136,0.0,1.0,0.0,0.187136,0.812864,0.752447,0.073442,0.089486,0.910514,0.006572,0.06687,0.926558,0.005959,0.077103,0.916938,0.083062,0.071742,0.928258,2.851156,3.509456,3.332527,0.029412,3.150182,39.127268,0.0,0.265393,2.585763,0.032967,0.433485,3.043004,0.01978,0.104524,3.208223,0.0,0.0,0.029412,0.0,0.589514,2.560668,0.257139,2.616427,36.253702
center_for_international_and_regional_studies_china_related_work,Center for International and Regional Studies (China-related work),22,22,15,0.681818,14.999999,society_culture,0.354506,economy_trade,0.32725,0.027256,False,True,False,2000.0,2025.0,0.153183,0.0,0.0,0.0,0.0,0.0,1.0,0.32725,0.0,0.0,0.0,0.0,0.0,1.0,0.038596,0.0,0.0,0.0,0.0,0.0,1.0,0.126465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.297745,4.908754,0.578947,1.896969,0.0,5.317584,0.0,0.0,2.297745,0.0,0.0,4.908754,0.0,0.0,0.578947,0.0,0.0,1.896969,0.0,0.0,0.0,0.0,0.0,5.317584
center_on_u_s_china_relations,Center on U.S.-China Relations,181,181,151,0.834254,150.999999,security_strategy,0.447977,governance_law,0.174078,0.273899,False,False,False,2006.0,2026.0,0.447977,0.181013,0.458868,0.541132,0.083061,0.097952,0.818987,0.122948,0.075489,0.163891,0.836109,0.012372,0.063117,0.92451,0.104433,0.142624,0.398446,0.601554,0.056828,0.085796,0.857376,0.049457,0.088606,0.326705,0.673295,0.028948,0.059658,0.911393,0.174078,0.098995,0.416839,0.583161,0.041265,0.05773,0.901005,0.101106,0.029451,0.190927,0.809073,0.005623,0.023828,0.970549,0.053849,0.076009,0.870142,0.129858,0.414676,0.585324,67.644587,18.565178,15.769331,7.468029,26.285833,15.267041,5.618636,6.625908,55.400043000000004,0.229694,1.171784,17.1637,0.8961379999999999,1.352945,13.520248,0.216188,0.44552800000000004,6.806313,1.084674,1.5174860000000001,23.683673,0.08585,0.363778,14.817413
centre_d_tudes_fran_ais_sur_la_chine_contemporaine_cefc,Centre d'Études Français sur la Chine Contemporaine (CEFC),337,337,258,0.765579,257.999999,society_culture,0.465902,security_strategy,0.216683,0.249219,False,False,False,2000.0,2026.0,0.216683,0.07962,0.400515,0.599485,0.031889,0.047731,0.92038,0.110166,0.068513,0.053917,0.946083,0.003694,0.064819,0.931487,0.065213,0.069266,0.409855,0.590145,0.028389,0.040877,0.930735,0.005419,0.0,0.0,0.0,0.0,0.0,1.0,0.136618,0.028128,0.171644,0.828356,0.004828,0.0233,0.971872,0.465902,0.04225,0.281065,0.718935,0.011875,0.030375,0.957749,0.01536,0.037484,0.947156,0.052844,0.290667,0.709333,55.904225,28.422726,16.824828,1.398111,35.247481,120.202628,1.782711,2.66836,51.453154,0.105,1.8423209999999999,26.475406,0.47763300000000003,0.687745,15.65945,0.0,0.0,1.398111,0.170163,0.821271,34.256047,1.427462,3.6511940000000003,115.123972
centre_for_china_studies,Centre for China Studies,89,89,77,0.865169,77.000001,security_strategy,0.54572,society_culture,0.19336,0.35236,False,False,False,2007.0,2025.0,0.54572,0.157384,0.361778,0.638222,0.056938,0.100446,0.842616,0.09683,0.172494,0.012534,0.987466,0.002162,0.170332,0.827506,0.061321,0.056558,0.060363,0.939637,0.003414,0.053144,0.943442,0.007701,0.461933,0.0,1.0,0.0,0.461933,0.538067,0.095069,0.04268,0.080483,0.919517,0.003435,0.039245,0.957321,0.19336,0.096133,0.300646,0.699354,0.028902,0.067231,0.903868,0.037406,0.094855,0.867739,0.132261,0.28282,0.71718,42.020436000000004,7.455878,4.721709,0.59296,7.320311,14.888707,2.3925460000000003,4.220792,35.407098,0.016118,1.269975,6.169784,0.016118,0.250931,4.454659,0.0,0.273908,0.319052,0.025143,0.287282,7.007886,0.430307,1.000981,13.457419
china_africa_research_initiative,China Africa Research Initiative,68,68,58,0.852941,58.000001,economy_trade,0.654821,society_culture,0.125982,0.528839,False,False,False,2014.0,2025.0,0.10933,0.133374,0.005931,0.994069,0.000791,0.132583,0.866626,0.654821,0.182743,0.015984,0.984016,0.002921,0.179822,0.817258,0.064171,0.184492,0.055542,0.944458,0.010247,0.174245,0.815509,0.007102,0.366908,0.036036,0.963964,0.013222,0.353686,0.633095,0.038594,0.161314,0.035645,0.964355,0.00575,0.155564,0.838686,0.125982,0.058468,0.031864,0.968136,0.001863,0.056605,0.941532,0.003207,0.159074,0.837718,0.162281,0.019762,0.980238,6.341165,37.979632,3.721912,0.411891,2.238438,7.306963,0.005019,0.840728,5.495418,0.110926,6.829557,31.039151,0.038138,0.648523,3.035251,0.0054459999999999995,0.14568,0.260766,0.01287,0.348221,1.877346,0.013614999999999999,0.41361000000000003,6.879738
china_institute,China Institute,117,117,74,0.632479,73.999997,security_strategy,0.215539,society_culture,0.182101,0.033438,False,True,False,2001.0,2026.0,0.215539,0.11963,0.0,1.0,0.0,0.11963,0.88037,0.163909,0.072765,0.127108,0.872892,0.009249,0.063516,0.927236,0.133894,0.078176,0.0,1.0,0.0,0.078176,0.921824,0.171244,0.002558,0.0,1.0,0.0,0.002558,0.997442,0.133313,0.096481,0.117868,0.882132,0.011372,0.085109,0.903519,0.182101,0.074628,0.0,1.0,0.0,0.074628,0.925372,0.003032,0.072037,0.924931,0.075069,0.04039,0.95961,15.949906,12.129259,9.90814,12.672029,9.86516,13.475503,0.0,1.9080949999999999,14.041811,0.112183,0.770396,11.24668,0.0,0.774577,9.133563,0.0,0.032417,12.639612,0.112183,0.8396140000000001,8.913363,0.0,1.005651,12.469852
china_institute_birmingham,China Institute,146,146,105,0.719178,104.999998,security_strategy,0.412449,society_culture,0.200047,0.212402,False,False,False,2001.0,2025.0,0.412449,0.117353,0.113938,0.886062,0.013371,0.103982,0.882647,0.115017,0.130637,0.078002,0.921998,0.01019,0.120447,0.869363,0.140937,0.101359,0.0,1.0,0.0,0.101359,0.898641,0.057174,0.074708,0.0,1.0,0.0,0.074708,0.925292,0.074376,0.033695,0.0,1.0,0.0,0.033695,0.966305,0.200047,0.064264,0.00375,0.99625,0.000241,0.064023,0.935736,0.006735,0.090611,0.902654,0.097346,0.069186,0.930814,43.307131,12.076834,14.798371,6.003251000000001,7.809503,21.004908,0.579063,4.50318,38.224888,0.123064,1.454621,10.499149,0.0,1.499952,13.298419,0.0,0.448491,5.55476,0.0,0.263144,7.546359,0.005057,1.3448069999999999,19.655044
china_institute_chulalongkorn,China Institute,146,146,105,0.719178,104.999998,security_strategy,0.413084,society_culture,0.199412,0.213672,False,False,False,2001.0,2025.0,0.413084,0.117174,0.113942,0.886058,0.013351,0.103823,0.882827,0.115017,0.130637,0.078002,0.921998,0.01019,0.120447,0.869363,0.140937,0.101359,0.0,1.0,0.0,0.101359,0.898641,0.057174,0.074708,0.0,1.0,0.0,0.074708,0.925292,0.074376,0.033695,0.0,1.0,0.0,0.033695,0.966305,0.199412,0.064469,0.003754,0.996246,0.000242,0.064227,0.935531,0.006735,0.090611,0.902654,0.097346,0.069186,0.930814,43.373798,12.076834,14.798371,6.003251000000001,7.809502999999999,20.938241,0.579063,4.50318,38.291555,0.123064,1.454621,10.499149,0.0,1.499952,13.298418999999999,0.0,0.448491,5.55476,0.0,0.263144,7.546359,0.005057,1.344807,19.588377
china_institute_csun,China Institute,146,146,105,0.719178,104.999998,security_strategy,0.412449,society_culture,0.200047,0.212402,False,False,False,2001.0,2025.0,0.412449,0.117353,0.113938,0.886062,0.013371,0.103982,0.882647,0.115017,0.130637,0.078002,0.921998,0.01019,0.120447,0.869363,0.140937,0.101359,0.0,1.0,0.0,0.101359,0.898641,0.057174,0.074708,0.0,1.0,0.0,0.074708,0.925292,0.074376,0.033695,0.0,1.0,0.0,0.033695,0.966305,0.200047,0.064264,0.00375,0.99625,0.000241,0.064023,0.935736,0.006735,0.090611,0.902654,0.097346,0.069186,0.930814,43.307131,12.076834,14.798371,6.003251,7.809502999999999,21.004908,0.579063,4.50318,38.224888,0.123064,1.454621,10.499149,0.0,1.499952,13.298418999999999,0.0,0.448491,5.55476,0.0,0.263144,7.546359,0.005057,1.344807,19.655044
china_institute_malaya,China Institute,146,146,105,0.719178,104.999998,security_strategy,0.413084,society_culture,0.199412,0.213672,False,False,False,2001.0,2025.0,0.413084,0.117174,0.113942,0.886058,0.013351,0.103823,0.882827,0.115017,0.130637,0.078002,0.921998,0.01019,0.120447,0.869363,0.140937,0.101377,0.0,1.0,0.0,0.101377,0.898623,0.057174,0.074708,0.0,1.0,0.0,0.074708,0.925292,0.074376,0.033695,0.0,1.0,0.0,0.033695,0.966305,0.199412,0.064469,0.003754,0.996246,0.000242,0.064227,0.935531,0.006735,0.090614,0.902651,0.097349,0.069184,0.930816,43.373798,12.076834,14.798371,6.003251000000001,7.809503,20.938240999999998,0.579063,4.50318,38.291555,0.123064,1.454621,10.499149,0.0,1.5002149999999999,13.298156,0.0,0.448491,5.55476,0.0,0.263144,7.546359,0.005057,1.3448069999999999,19.588377
china_institute_waterloo,China Institute,146,146,105,0.719178,104.999998,security_strategy,0.413084,society_culture,0.199412,0.213672,False,False,False,2001.0,2025.0,0.413084,0.117174,0.113942,0.886058,0.013351,0.103823,0.882827,0.115017,0.130637,0.078002,0.921998,0.01019,0.120447,0.869363,0.140937,0.101359,0.0,1.0,0.0,0.101359,0.898641,0.057174,0.074708,0.0,1.0,0.0,0.074708,0.925292,0.074376,0.033695,0.0,1.0,0.0,0.033695,0.966305,0.199412,0.064469,0.003754,0.996246,0.000242,0.064227,0.935531,0.006735,0.090611,0.902654,0.097346,0.069186,0.930814,43.373798,12.076834,14.798371,6.003251,7.809503,20.938241,0.579063,4.50318,38.291555,0.123064,1.454621,10.499149,0.0,1.499952,13.298418999999999,0.0,0.448491,5.55476,0.0,0.263144,7.546359,0.005057,1.3448069999999999,19.588377
china_matters,China Matters,55,55,42,0.763636,41.999998,security_strategy,0.349201,economy_trade,0.243135,0.106066,False,False,False,2000.0,2024.0,0.349201,0.012407,0.478601,0.521399,0.005938,0.006469,0.987593,0.243135,0.009653,0.103906,0.896094,0.001003,0.00865,0.990347,0.071348,0.142114,0.028069,0.971931,0.003989,0.138125,0.857886,0.042692,0.006667,1.0,0.0,0.006667,0.0,0.993333,0.09752,0.002467,0.676125,0.323875,0.001668,0.000799,0.997534,0.196104,0.00304,0.477303,0.522697,0.001451,0.001589,0.99696,0.003334,0.014606,0.982059,0.01794,0.185842,0.814158,14.666444,10.211663,2.996622,1.793058,4.095838,8.236373,0.087096,0.094873,14.484475,0.010247,0.08833,10.113086,0.011954,0.413907,2.570761,0.011954,0.0,1.781104,0.006831,0.003271,4.085736,0.011954,0.013086,8.211333
china_policy_institute_cpi_analysis,China Policy Institute / CPI Analysis,565,565,385,0.681416,385.000001,economy_trade,0.264016,security_strategy,0.213915,0.050101,False,False,False,2005.0,2025.0,0.213915,0.133017,0.481435,0.518565,0.064039,0.068978,0.866983,0.264016,0.040567,0.13336,0.86664,0.00541,0.035157,0.959433,0.111672,0.040282,0.089842,0.910158,0.003619,0.036663,0.959718,0.078039,0.011136,0.0,1.0,0.0,0.011136,0.988864,0.12427,0.023042,0.166131,0.833869,0.003828,0.019214,0.976958,0.208088,0.046151,0.179368,0.820632,0.008278,0.037873,0.953848,0.01773,0.039269,0.943001,0.056999,0.311058,0.688942,82.357114,101.646094,42.993675,30.045123,47.84394,80.114055,5.274078,5.680855,71.402181,0.549892,3.573556,97.522646,0.155608,1.576275,41.261792,0.0,0.334585,29.710538,0.18315,0.91926,46.74153,0.663211,3.0341780000000003,76.416666
china_research_center,China Research Center,2,2,2,1.0,2.0,science_technology,0.5,society_culture,0.5,0.0,True,True,True,2015.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
